Language name,Glottocode,ISO code,Latitude,Longitude,Numeral system,Numeral subsystem,Notes,Formation of 5,Formation of 10,Formation of 15,Formation of 20,Formation of 40,Evidence of binary counting?,Evidence of ternary counting?,Evidence of quaternary counting?,Evidence of quinary counting?,Evidence of senary counting?,Evidence of decimal counting?,Evidence of vigesimal counting?,Evidence of a body-part tallying system?,Documentation of a hand word used somewhere? (Papuan languages only),Family,"Ancient, creolized, simplified, standardized, or diasporic variety of another language?",Family-majority system,Family type,On the New Guinea mainland?,Nation,Subregion,Datasets,Number of sources,Dialects included
Seko Padang,seko1243,skx,-2.14311,119.959,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,numerals,1,_
Seko Tengah,seko1242,sko,-2.22069,119.823,decimal,decimal modified,subtraction for 9 (8 unclear); 20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,barlowpacific,1,_
Selaru,sela1259,slu,-8.18376,130.961,decimal,decimal proper,11 to 19 = 10 + n,5,10 (innovative?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, numerals",2,_
Selayar,sela1260,sly,-6.10145,120.496,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sulawesi,"barlowpacific (2x), numerals",3,_
Selepet,sele1250,spl,-6.03532,147.234,quinary,quinary,5 = hand half; 6 to 9 = 5 + n,hand half or thumb,hand half half finished or hand all,foot half,man 1 or man 1 all,man 2 all,no,no,no,yes,no,no,yes,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,"barlowpacific (3x), numerals",4,_
Selungai Murut,selu1243,slg,4.34788,116.45,decimal,decimal proper,11 = 10 + 1; 20 = 2 ⋅ 10,5,10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sabah,"barlowpacific, numerals",2,_
Seluwasan,selu1242,sws,-7.59918,131.25,decimal,decimal proper,"10, 100, 1000 distinct",5,10 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,numerals (2x),2,_
Sembakung Murut,semb1240,sbr,4.22102,116.799,decimal,decimal proper,11 = 10 + 1; 20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,North Kalimantan,"barlowpacific, numerals",2,_
Semimi,semi1264,etz,-3.71553,134.454,quinary,quinary,5 contains hand?; 6 to 9 = 5 + n,this hand (?),this hand 10 ⋅ 1 (?) or 10 ⋅ 1 (?),unknown,10 ⋅ 2,unknown,no,no,no,yes,no,yes,insufficient data,_,yes,Mairasic,_,quinary,Papuan,yes,Indonesia,Papua Province,"barlowpacific, numerals",2,_
Sempan,semp1241,xse,-5.17582,137.588,binary,binary proper,"3 = 2 + 1; 4 unknown (thus, possibly, binary+4)",unknown,unknown,unknown,unknown,unknown,yes,no,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Sene,sene1263,sej,-6.3859,147.807,binary,binary+3,4 = 2 + 2; or simplex 4 ?; 5 = hand one; quinary starting at 5,hand 1,hand 2,unknown,unknown,unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific,1,_
Senggi,seng1285,snu,-3.41983,140.77,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2",unknown,unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Border,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Sengo,seng1284,spk,-4.02247,142.956,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Ndu,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,_,0,_
Sengseng,seng1281,ssz,-6.16474,149.784,quinary,quinary,6 to 9 = 5 + n; or 6 to 9 = n + x,1 ⋅ 5 (innovative?),5 + 5 or 5 ⋅ 1 + 5 ⋅ 1,unknown,1 ⋅ 5 x 5 (?),unknown,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"abvd, barlowpacific (2x)",3,_
Sentani,nucl1632,set,-2.6013,140.512,quinary,quinary,5 contains hand?; 6 to 9 = 5 + n,hand 1 (?),hand 2 (?) or hand hand 1 (?),leg hand x (?) or hand 2 y 1 (?),body 1 or hand 4 or hand 2 leg 2 or leg 2 hand 2,body 2,no,no,no,yes,no,no,yes,_,yes,Sentanic,_,quinary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (3x), numerals (2x)",5,_
Sepa (Indonesia),sepa1242,spb,-3.36682,129.243,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,10 ⋅ 1 (innovative?),unknown,10 ⋅ 2 (innovative?),10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"barlowpacific (3x), numerals",4,_
Sepa (Papua New Guinea),sepa1241,spe,-4.27,144.965,quinary,quinary,10 = [2] ⋅ 5,5,x 5,unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Madang,"barlowpacific (3x), numerals",4,_
Sepen,sepe1240,spm,-4.22789,144.809,binary,binary proper,"3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x",2 + 2 + x,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (2x), numerals",3,_
Sepik Iwam,sepi1255,iws,-4.30928,142.117,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Sepik,_,binary,Papuan,yes,Papua New Guinea,East Sepik,_,0,_
Sera,sera1260,sry,-2.9854,141.951,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 = fingers? (from English?)",fingers or fingers 1 (?),fingers 2 (?),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Sandaun,barlowpacific (2x),2,_
Serili,seri1255,sve,-8.11241,129.901,decimal,decimal proper,"10, 100, 1000 distinct",5,10 (innovative?),unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Serua,seru1245,srw,-6.31107,130.017294,decimal,decimal proper,11 to 19 = 10 + n,5,10 ⋅ 1,10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,_
Serudung Murut,seru1246,srk,4.39954,117.279,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sabah,"barlowpacific, numerals",2,_
Serui-Laut,seru1244,seu,-1.87766,136.252,quinary,quinary,6 to 9 = n + x,5,10 (innovative?),10 + 5,person 1,person 2,no,no,no,yes,no,maybe,yes,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,Papua Province,"barlowpacific, numerals (3x)",4,_
Seta,seta1245,stf,-3.42155,141.748,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; distinct forms given for 5 through 10; body tally? (8 seems to resemble elbow)",5 (?),10 (?),unknown,unknown,unknown,yes,no,no,no,no,insufficient data,insufficient data,maybe,_,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
Setaman,seta1246,stm,-5.31134,141.833,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; body tally after 4; 5 = thumb",thumb,shoulder,eye,elbow,unknown,yes,no,no,no,no,no,insufficient data,yes,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),"barlowpacific, numerals",2,_
Seti,seti1248,sbi,-3.45521,141.827,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand?; possibly quinary or some sort of digit tally; or, body tally? (8 seems to resemble elbow)",hand (?),hand x (?) (different form of 'hand'),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,maybe,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
Sewa Bay,sewa1251,sew,-10.0277,150.956,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; quinary starting at 5",5 ⋅ 1 ; hand 1,5 ⋅ 2 ; hand 2,unknown,unknown,unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd (2x), numerals",3,_
Sialum,sial1240,slw,-6.07688,147.574,binary,binary+3,4 = 2 + 2; or simplex 4 ?; 5 contains hand; quinary starting at 5,hand x,hand 2,hand 3,foot 2,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific (2x),2,_
Siane,sian1257,snp,-6.13188,145.247,binary,binary proper,"3 = 2 + 1 or 2 + x; 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand",hand half 1 (?),hand half half (?),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Kainantu-Goroka,_,binary,Papuan,yes,Papua New Guinea,Eastern Highlands,barlowpacific (4x),4,_
Siang,sian1254,sya,-0.38398,114.693,decimal,decimal proper,12 = 2 + 10; 20 = 2 ⋅ 10,5,10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Kalimantan,barlowpacific,1,_
Siar-Lak,siar1238,sjr,-4.62059,152.892,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 2 ⋅ 10 [sic],4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,New Ireland,"abvd, barlowpacific, numerals (2x)",4,_
Siawi,siaw1243,mmp,-4.05312,141.42,quinary,quinary,4 might historically derive from x ⋅ 2; 6 to 9 = 5 + n,hand x (?),10 (?),10 + 5 (?),10 ⋅ 2 (?),10 ⋅ 4 (?),no,no,no,yes,no,yes,no,_,yes,Amto-Musan,_,_,Papuan,yes,Papua New Guinea,Sandaun,"barlowpacific (2x), numerals",3,_
Sibe (Nasioi),sibe1248,nco,-6.43149,155.412,decimal,decimal modified,"subtraction for 6, 7, 8, 9 (n towards 10); 11 to 19 = n + x",5 (?),10 (?) or borrowed from Austronesian? (1 ⋅ 10),10 + 5,2 ⋅ 10 (?),4 ⋅ x (?),no,no,no,no,no,yes,no,_,_,South Bougainville,_,decimal,Papuan,no,Papua New Guinea,Bougainville,"barlowpacific (2x), numerals",3,_
Sibu Melanau,sibu1258,sdx,2.26758,111.763,decimal,decimal modified,subtraction for 9 ?; 12 = 2 + x; 20 = 2 ⋅ 10,5,10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,barlowpacific,1,_
Sie,siee1239,erg,-18.8181,169.166,quinary,quinary,simplex 6; 7 to 9 = x + n,1 ⋅ 5 (?),2 ⋅ 5 (?) ; 10 (?),10 + 5,10 ⋅ 2,unknown,no,no,no,yes,no,yes,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Erromango,"abvd (2x), numerals",3,_
Sihan,sian1255,spg,2.66154,113.843,decimal,decimal modified,subtraction for 9 ?; 11 = x + 1; 12 = 10 + 2,5,10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,barlowpacific,1,_
Sihan (Gum),siha1245,snr,-5.28029,145.574,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Sika,sika1262,ski,-8.67302,122.38,decimal,decimal proper,11 to 19 = 10 + n,5,10 or 10 ⋅ 1,10 + 5 or 10 ⋅ 1 + 5 ,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Nusa Tenggara,"abvd (2x), barlowpacific (2x), lexirumah (2x), numerals (2x)",8,tana1283
Sikaiana,sika1261,sky,-8.378194,162.72952,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Malaita,"abvd, numerals",2,_
Sikaritai,sika1263,tty,-2.80285,138.287,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,2 + 2 + 2 (?) (data seem confused?),unknown,unknown,unknown,yes,no,no,no,no,insufficient data,insufficient data,_,_,Lakes Plain,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific, numerals",2,_
Sikule,siku1242,skh,2.69113,95.9636,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,1 ⋅ 10 or 10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Aceh,barlowpacific (2x),2,_
Silimo,sili1249,wul,-4.52544,139.003,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Dani,_,binary,Papuan,yes,Indonesia,Papua Province,_,0,_
Siliput,sili1247,mkc,-3.60838,142.397,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 3 possibly simplex; different words for 5 in different dialects",5 (?) or x hand (?),unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific (2x),2,_
Silopi,silo1240,xsp,-5.12302,145.586,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Simbali,simb1259,smg,-4.88618,151.957,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Baining,_,quinary,Papuan,no,Papua New Guinea,East New Britain,_,0,_
Simbari,simb1255,smb,-7.02259,145.603,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; quinary starting at 5",hand,all the hands,with another foot,feet all the hands,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Angan,_,binary,Papuan,yes,Papua New Guinea,Eastern Highlands,"barlowpacific, numerals",2,_
Simbo,simb1256,sbb,-8.26947,156.541,decimal,decimal proper,11 to 19 = 10 + n,5,10 (innovative?),10 + 5,20 (innovative?) or 20 x (innovative?),4 ⋅ 10 (different form),no,no,no,no,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Western (Solomons),"abvd, numerals",2,_
Simeku,sime1242,smz,-6.23022,155.423,quinary,quinary,6 to 9 = 5 + n,5 (?),1 ⋅ 10 (borrowed from Austronesian?),10 + 5 (borrowed from Austronesian?),person 1 (?),unknown,no,no,no,yes,no,maybe,maybe,_,_,South Bougainville,_,decimal,Papuan,no,Papua New Guinea,Bougainville,barlowpacific,1,_
Simeulue,sime1241,smr,2.50288,96.2757,decimal,decimal proper,"alternative subtractive 8, 9 ?; 11 = 1 + x; 12 = 2 + x",5,1 ⋅ 10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Aceh,"abvd, barlowpacific (3x)",4,_
Sinasina,sina1271,sst,-6.08728,145.032,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand?; quinary starting at 5",2 + 2 + 1 or hand part or hand part all,hand part part,unknown,hand part part foot part part,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Chimbu-Wahgi,_,binary,Papuan,yes,Papua New Guinea,Simbu,"barlowpacific (2x), numerals",3,_
Sinaugoro,sina1266,snc,-9.79791,147.861,quinary,quinary,"6 to 9 = 5 + n; alternative, multiplication/addition for 6, 7, 8, 9 ?; also, 1 through 4 are all reduplicated",5 5 [sic],10 ⋅ 1 (innovative?),10 ⋅ 1 + 5 5 [sic],10 ⋅ 2 2 [sic] (innovative?),10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Central (PNG),"abvd (3x), barlowpacific (2x), numerals",6,"bala1307, saro1238"
Sio,sioo1240,xsi,-5.96037,147.353,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,man 1,man 2,no,no,no,yes,no,maybe,yes,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"abvd, barlowpacific (3x), numerals",5,_
Sirayaic,sira1267,fos,22.9777,120.315,decimal,decimal modified,multiplication for 8 (2 ⋅ 4); 20 = 2 ⋅ 10; 50 = 2 ⋅ 10,5,1 ⋅ 10 (innovative?),unknown,2 ⋅ 10 (innovative?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,abvd (4x),4,_
Siroi,siro1249,ssd,-5.52893,145.994,quinary,quinary,5 contains hand; 6 to 9 = 5 + n,hand x completed,hand 2 completed or 10 ⋅ 1 (?),unknown,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (4x), numerals",5,_
Sirva,sile1255,sbq,-4.98243,145.225,binary,binary proper,3 = 2 + x; 4 = x + 2 + x + 2; 5 contains thumb?,thumb (?),1 double-fist (?) (< sleeping area?),unknown,2 double-fist (?) (< sleeping area?),unknown,yes,no,no,maybe,no,maybe,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (3x),3,_
Sisiqa,sisi1250,_,-7,156.83,decimal,decimal proper,12 = 10 + 2; 15 = 10 + 5,5,10 (innovative?),10 + 5,20 (innovative?),2 x (?),no,no,no,no,no,yes,yes,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Choiseul,"abvd, barlowpacific",2,_
Sissano,siss1243,sso,-3.01976,142.049,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2",many (?),unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Sandaun,"abvd, barlowpacific (4x)",5,_
Siwai,siwa1245,siw,-6.6429,155.452,decimal,decimal modified,"subtraction for 6, 7, 8, 9 (n towards 10); 11 to 19 = n + x",5 (?),1 ⋅ 10 (?),5 towards 2 ⋅ 10,2 ⋅ 10 (?),4 ⋅ 10 (?),no,no,no,no,no,yes,no,_,_,South Bougainville,_,decimal,Papuan,no,Papua New Guinea,Bougainville,"barlowpacific, numerals",2,_
Skou,nucl1634,skv,-2.64378,140.902,quaternary,quaternary,8 distinct; quinary elements in 5 through 7,5 (?),8 + 2,12 + 3,12 + 8,unknown,no,no,yes,yes,no,no,insufficient data,_,_,Sko,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific (3x),3,_
Smärky Kanum,smar1235,kxq,-8.91812,140.897,senary,senary,7 to 12 = x + n,5 (?),x + 4,unknown,unknown,unknown,no,no,no,no,yes,no,insufficient data,_,_,Yam,_,binary,Papuan,yes,Indonesia,Papua Province,numerals (2x),2,_
Sobei,sobe1238,sob,-1.86998,138.75,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 1 ⋅ 10,4 ⋅ 1 ⋅ 10,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,yes,Indonesia,Papua Province,"abvd, barlowpacific (2x), numerals",4,_
Solong,solo1258,aaw,-5.86129,148.825,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2,1 ⋅ 10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"barlowpacific (3x), numerals",4,_
Solos,solo1257,sol,-5.41042,154.624,decimal,decimal proper,11 to 19 = 10 + n,5,10 (innovative?),10 + 5,2 ⋅ 10 (innovative?),4 ⋅ 10 (innovative?),no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Bougainville,"abvd, barlowpacific, numerals",3,_
Som,somm1240,smc,-6.07366,146.651,binary,binary+3,"4 = 2 + 2, 5 = 2 + 2 + 1; ternary elements? (6 = 3 + 3, 7 = 3 + 3 + 1)",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,maybe,no,no,insufficient data,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific,1,_
Sonia,soni1260,siq,-6.42736,142.589,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Bosavi,_,_,Papuan,yes,Papua New Guinea,Western (PNG),_,0,_
Sonsorol,sons1242,sov,5.328596,132.221282,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 (innovative?),1 ⋅ 10 + 5,2 ⋅ 10 (innovative?),4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Palau,Palau,"abvd (4x), numerals",5,"pulo1240, sons1243"
Sop,sopp1247,urw,-5.49605,145.361,unknown,unknown,body tally (5 = thumb); decimal starting after 10,thumb,shoulder,1 ⋅ 10 + 5,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,yes,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (5x), numerals",6,_
Sori-Harengan,sori1242,sbh,-1.98384,146.642,decimal,decimal modified,"subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Manus,"abvd, barlowpacific (3x), numerals",5,_
Sos Kundi,sosk1235,sdk,-3.99024,143.396,quinary,quinary,5 contains hand; 6 to 9 = 5 + n,hand 1,hand 2,hand 2 plus hand other,man 1 or 1 man,man 2,no,no,no,yes,no,no,yes,_,yes,Ndu,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,"barlowpacific, numerals",2,_
Sota Kanum,sota1242,krz,-8.40452,140.969,unknown,unknown,no data past 6,5 (?),unknown,unknown,unknown,unknown,no,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Yam,_,binary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Sougb,mani1235,mnx,-1.49611,133.95,quinary,quinary,6 to 9 = 5 + n,5 (?),10 (?),leg (?),person 1 or skin 2,person 2 or skin 4,no,no,no,yes,no,yes,yes,_,_,East Bird's Head,_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific (2x), lexirumah, numerals",4,_
South Awyu,sout2941,aws,-7.36301,139.538,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; quinary starting at 5 ? (different words for 5 in different dialects?)",hand (?),hand [dual] (?),unknown,hand [dual] foot [dual] (?),unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific (4x),4,_
South Barisan Malay,cent2053,pse,-3.79673,103.137,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = n + x",5,1 ⋅ 10,5 + x,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sumatra,"abvd (3x), barlowpacific (4x)",7,_
South Efate,sout2856,erk,-17.7006,168.377,quinary,quinary,6 to 9 = x + n,5,2 ⋅ 5 or 2 ⋅ 5 ⋅ 1,2 ⋅ 5 ⋅ 1 + 5,2 ⋅ 5 ⋅ 2,2 ⋅ 5 ⋅ 4,no,no,no,yes,no,maybe,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Efate,"abvd (2x), numerals",3,_
South Marquesan,sout2866,mqm,-9.75663,-138.979,decimal,decimal proper,11 to 19 = 10 + n,5,10 or 1 ⋅ 10,10 + 5,2 ⋅ 10 or 20 (innovative?),40 (innovative?) or 4 ⋅ 10,no,no,no,no,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,French Polynesia,Marquesas Islands,"ids, numerals (2x)",3,_
South Muyu,sout2940,kts,-6.01385,140.815,binary,binary proper,"3 = 2 + 1; body tally after 3 (5 = thumb, 6 = wrist?)",thumb (?),x foot (?) or thumb thumb (?) or 10 ⋅ 1 (?),unknown,x foot x foot (?) or 10 ⋅ 2 (?),10 ⋅ 4,yes,no,no,no,no,yes,no,yes,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific (2x),2,_
South Nuaulu,sout2895,nxl,-3.23411,129.148,decimal,decimal proper,11 to 19 = 10 + n,5,10 ⋅ 1,10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, barlowpacific, numerals",3,_
